,chrom,sub_region,pi,theta,d,mid,nvar
0,I,left_tip,0.00038949647598185075,0.0008157531353337489,-1.7810202120693386,342311.5,7846
1,I,left_arm,0.0008025905542919093,0.0008293671463679473,-0.11016792237269545,2634575.0,51185
2,I,center,0.00037407685884192085,0.0006253121432308494,-1.3709477264389252,6950143.0,48864
3,I,right_arm,0.0025796593106704913,0.002229460230360703,0.5360395533417492,10416045.0,52289
4,I,right_tip,0.00042898979512315006,0.0008686896836070744,-1.7256605215004435,11908841.5,9410
5,I,full,0.000908777787507765,0.0010030603690031282,-0.32079431328789854,6150676.0,169595
6,II,left_tip,0.0006798608980692622,0.0009576405985354799,-0.9892744836483226,523541.5,13941
7,II,left_arm,0.0019314972605275157,0.0018539717529579137,0.14268539879012565,1851548.5,33935
8,II,center,0.0008522556033985567,0.0011643707841831991,-0.9148152831811764,6276110.0,93719
9,II,right_arm,0.002194505557929375,0.002314952800612651,-0.1775542357226398,10879442.0,46886
10,II,right_tip,0.005297985423996929,0.003961850214283233,1.1508181213567772,12304434.5,27984
11,II,full,0.001489155971272949,0.0016055907037918929,-0.2475030963610327,6373095.5,216465
12,III,left_tip,0.0008524984861998056,0.0011687652678682705,-0.9225564421155119,293658.5,7875
13,III,left_arm,0.0035771932551492227,0.0031838628635746345,0.4216033700324899,1667978.5,65110
14,III,center,0.0003141245866200201,0.0005476074723209832,-1.4548825911608863,5579504.0,52211
15,III,right_arm,0.001872234989050567,0.0017257481649475641,0.2896615798940071,9620239.5,45625
16,III,right_tip,0.0008982006269826343,0.0007279140652504488,0.7976669085045394,11361683.5,13027
17,III,full,0.0013024570490374405,0.001312798971733165,-0.02688629481380167,5946628.0,183848
18,IV,left_tip,0.001766191083788572,0.0010238274845005679,2.471712126519836,298744.5,10058
19,IV,left_arm,0.0006625618824312685,0.0007791334562268063,-0.5104911815225041,2098158.0,39410
20,IV,center,0.0014227731305404155,0.0017959321187595865,-0.7091296124175542,6954489.0,117722
21,IV,right_arm,0.0023597697731397166,0.0021425830436941737,0.3459333919894556,11789977.5,68725
22,IV,right_tip,0.003517857059052,0.0026406884223265305,1.133274463836744,13618472.5,18335
23,IV,full,0.0015772198272174856,0.0016600206819893568,-0.17023786127307408,6983570.5,254250
24,V,left_tip,0.001878544280779372,0.004704392489909547,-2.049201521790393,167883.0,10810
25,V,left_arm,0.005317865821927525,0.0045555755382909536,0.5710953173889101,2396143.5,160206
26,V,center,0.0022140886944467895,0.00250795346367593,-0.39990729382477286,8157570.5,154181
27,V,right_arm,0.005689845771548139,0.00538927996615522,0.19034324878567446,13361932.5,148273
28,V,right_tip,0.0004036946643810252,0.0004940633638403667,-0.6222726774179196,15103638.5,4536
29,V,full,0.0036647669865463523,0.0036076696595824472,0.054017210276723966,7671016.0,478006
30,X,left_tip,0.0006576779596824553,0.000602891700172465,0.3099133399063375,805194.0,17260
31,X,left_arm,0.0011867475771056737,0.0019806486452144372,-1.3678964373327387,3135610.5,78115
32,X,center,0.0004834546238311032,0.0012241788786866415,-2.0649493131020744,7293197.0,78482
33,X,right_arm,0.0011897416874377784,0.0017729542593177053,-1.1226238365262446,12039194.5,83395
34,X,right_tip,0.0016976646239401341,0.0014830483886023797,0.4937800761563548,15062417.5,31302
35,X,full,0.0009605635729830573,0.0014807567558636238,-1.1989913456416097,7986003.5,288554
